DocId,V Type,Voucher Type,Entry No,Entry Date,Customer,Party Bill No,Party Bill Date,TaxableValue,CGSTAmt,SGSTAmt,IGSTAmt,UGSTAmt,Net Amt,Approved By,Site Code,V Prefix,Row No,Type
PBGR-2024-1,PBGRL,Purchase Bill GST (RM Local),1040001,01/04/2024,VIJAY AMBICA  TRADING COMPANY,VTC/2820,30/03/2024,493327,0,0,24666.35,0,517993,AKASH,HO,2024,1,RAW
PBGR-2024-5,PBGRL,Purchase Bill GST (RM Local),1040002,01/04/2024,S A ENTERPRISES,2,01/04/2024,42825,1070.63,1070.63,0,0,44966,AKASH,HO,2024,2,RAW
PBGR-2024-8,PBGRL,Purchase Bill GST (RM Local),1040003,01/04/2024,MAHESHWARI FUEL CHEM PVT LTD (Coal),MF/MAR/394/2324,31/03/2024,282232.36,7055.81,7055.81,0,0,313776,AKASH,HO,2024,3,COAL
PBGR-2024-15,PBGRL,Purchase Bill GST (RM Local),1040004,01/04/2024,Vijay Traders- CRS,WKP/2024-25/0012,01/04/2024,63900,1597.5,1597.5,0,0,67095,AKASH,HO,2024,4,RAW
PBGR-2024-16,PBGRL,Purchase Bill GST (RM Local),1040005,01/04/2024,Vijay Traders- CRS,WKP/2024-25/0011,01/04/2024,20100,502.5,502.5,0,0,21105,AKASH,HO,2024,5,RAW
PBGR-2024-20,PBGRL,Purchase Bill GST (RM Local),1040006,01/04/2024,PATEL ENTERPRISES,4641,01/04/2024,145280,3632,3632,0,0,152544,AKASH,HO,2024,6,RAW
PBGR-2024-27,PBGRL,Purchase Bill GST (RM Local),1040007,01/04/2024,AKASHDEEP TRADERS,GST/007/24-25,01/04/2024,137475,3436.88,3436.88,0,0,144349,AKASH,HO,2024,7,RAW
PBGST-2024-3,PBGST,Purchase Bill Against GST (Stores),2040001,02/04/2024,M/S UTTEJ POLYMERS AND CHEMICALS,168,28/03/2024,160000,0,0,28800,0,188800,AKASH,HO,2024,8,STORE
PBGST-2024-4,PBGST,Purchase Bill Against GST (Stores),2040002,02/04/2024,IVAX PAPER CHEMICALS PVT.LTD.,SA/KA/2535/23-24,27/03/2024,361600,0,0,65088,0,426688,AKASH,HO,2024,9,STORE
PBGR-2024-2,PBGRL,Purchase Bill GST (RM Local),2040001,02/04/2024,BVJ BOARD MILL,49,01/04/2024,159840,3996,3996,0,0,167832,AKASH,HO,2024,10,RAW
PBGR-2024-3,PBGRL,Purchase Bill GST (RM Local),2040002,02/04/2024,Mariya Enterprises,181,02/04/2024,66750,1668.75,1668.75,0,0,70088,AKASH,HO,2024,11,RAW
PBGR-2024-4,PBGRL,Purchase Bill GST (RM Local),2040003,02/04/2024,GREENPACK INDUSTRIES - Creditors,2425100033,02/04/2024,63075,1576.88,1576.88,0,0,66891,AKASH,HO,2024,12,RAW
PBGR-2024-6,PBGRL,Purchase Bill GST (RM Local),2040004,02/04/2024,S A ENTERPRISES,3,02/04/2024,41400,1035,1035,0,0,43470,AKASH,HO,2024,13,RAW
PBGR-2024-13,PBGRL,Purchase Bill GST (RM Local),2040005,02/04/2024,Vijay Traders- CRS,WKP/2024-25/0029,02/04/2024,151965,3799.13,3799.13,0,0,159563,AKASH,HO,2024,14,RAW
PBGR-2024-14,PBGRL,Purchase Bill GST (RM Local),2040006,02/04/2024,Vijay Traders- CRS,WKP/2024-25/0024,02/04/2024,71550,1788.75,1788.75,0,0,75128,AKASH,HO,2024,15,RAW
PBGR-2024-18,PBGRL,Purchase Bill GST (RM Local),2040007,02/04/2024,MAHESHWARI FUEL CHEM PVT LTD (Coal),MF/APR/0001A2425,01/04/2024,222392.36,5559.81,5559.81,0,0,247248,AKASH,HO,2024,16,COAL
PBGR-2024-26,PBGRL,Purchase Bill GST (RM Local),2040008,02/04/2024,AKASHDEEP TRADERS,GST/012/24-25,02/04/2024,664090,16602.25,16602.25,0,0,697295,AKASH,HO,2024,17,RAW
PBGR-2024-58,PBGRL,Purchase Bill GST (RM Local),2040009,02/04/2024,Vijay Traders- CRS,WKP/2024-25/0030,02/04/2024,154605,3865.13,3865.13,0,0,162335,AKASH,HO,2024,18,RAW
PBGR-2024---121,PBGRL,Purchase Bill GST (RM Local),2040010,02/04/2024,WESTERN COAL FIELDS LTD,9280071428,31/03/2024,126242.98,3156.07,3156.07,0,0,146699,BHAGWAT,HO,2024,19,COAL
PBGR-2024---122,PBGRL,Purchase Bill GST (RM Local),2040011,02/04/2024,WESTERN COAL FIELDS LTD,9280071490,31/03/2024,126278.68,3156.97,3156.97,0,0,146741,BHAGWAT,HO,2024,20,COAL
PBGST-2024-5,PBGST,Purchase Bill Against GST (Stores),3040001,03/04/2024,GITANJALI INDUSTRIAL MART PVT.LTD,GIM0027,03/04/2024,15729,1415.61,1415.61,0,0,18560,AKASH,HO,2024,21,STORE
PBGST-2024-6,PBGST,Purchase Bill Against GST (Stores),3040002,03/04/2024,BOMBAY INDUSTRIAL ENTERPRISES,DKG24-25/00049,03/04/2024,11946.5,1075.19,1075.19,0,0,14097,AKASH,HO,2024,22,STORE
PBGST-2024-14,PBGST,Purchase Bill Against GST (Stores),3040004,03/04/2024,BOMBAY INDUSTRIAL ENTERPRISES,DKG24-25/00048,03/04/2024,2409.6,216.86,216.86,0,0,2843,AKASH,HO,2024,23,STORE
PBGST-2024-30,PBGST,Purchase Bill Against GST (Stores),3040005,03/04/2024,BOMBAY INDUSTRIAL ENTERPRISES,DKG24-25/00071,03/04/2024,4080,0,0,0,0,4080,AKASH,HO,2024,24,STORE
PBCGG-2024-99,PBCGG,Purchase Bill Capital Goods GST,3040001,03/04/2024,SJP AUTO LUBES,W014,03/04/2024,72040,6483.6,6483.6,0,0,85007,NILESH,HO,2024,25,STORE
PBGR-2024-7,PBGRL,Purchase Bill GST (RM Local),3040001,03/04/2024,S A ENTERPRISES,5,03/04/2024,37725,943.13,943.13,0,0,39611,AKASH,HO,2024,26,RAW
PBGR-2024-9,PBGRL,Purchase Bill GST (RM Local),3040002,03/04/2024,VIKAS ENTERPRISES,7/24-25,02/04/2024,138720,3468,3468,0,0,145656,AKASH,HO,2024,27,RAW
PBGR-2024-10,PBGRL,Purchase Bill GST (RM Local),3040003,03/04/2024,S A ENTERPRISES,4,03/04/2024,38850,971.25,971.25,0,0,40793,AKASH,HO,2024,28,RAW
PBGR-2024-11,PBGRL,Purchase Bill GST (RM Local),3040004,03/04/2024,Vijay Traders- CRS,WKP/2024-25/0036,03/04/2024,26160,654,654,0,0,27468,AKASH,HO,2024,29,RAW
PBGR-2024-17,PBGRL,Purchase Bill GST (RM Local),3040005,03/04/2024,MAHESHWARI FUEL CHEM PVT LTD (Coal),MF/APR/0002A2425,01/04/2024,269668.55,6741.71,6741.71,0,0,299808,AKASH,HO,2024,30,COAL
PBGR-2024-19,PBGRL,Purchase Bill GST (RM Local),3040006,03/04/2024,MAHESHWARI FUEL CHEM PVT LTD (Coal),MF/APR/0004A2425,01/04/2024,295961.88,7399.05,7399.05,0,0,329040,AKASH,HO,2024,31,COAL
PBGR-2024-21,PBGRL,Purchase Bill GST (RM Local),3040007,03/04/2024,PATEL ENTERPRISES,4644,03/04/2024,144160,3604,3604,0,0,151368,AKASH,HO,2024,32,RAW
PBGR-2024-23,PBGRL,Purchase Bill GST (RM Local),3040008,03/04/2024,PATEL ENTERPRISES,4648,03/04/2024,146240,3656,3656,0,0,153552,AKASH,HO,2024,33,RAW
PBGR-2024-24,PBGRL,Purchase Bill GST (RM Local),3040009,03/04/2024,GREENPACK INDUSTRIES - Creditors,2425100116,03/04/2024,60975,1524.38,1524.38,0,0,64664,AKASH,HO,2024,34,RAW
PBGR-2024-92,PBGRL,Purchase Bill GST (RM Local),3040010,03/04/2024,AKASHDEEP TRADERS,GST/015/24-25,03/04/2024,155242.5,3881.07,3881.07,0,0,163005,AKASH,HO,2024,35,RAW
PBGR-2024-96,PBGRL,Purchase Bill GST (RM Local),3040011,03/04/2024,MAHESHWARI FUEL CHEM PVT LTD (Coal),MF/APR/0003A2425,01/04/2024,281714.27,7042.86,7042.86,0,0,313200,AKASH,HO,2024,36,COAL
PBGST-2024-1,PBGST,Purchase Bill Against GST (Stores),4040001,04/04/2024,SAHYADRI STARCH & INDUSTRIES PRIVATE LIMITED,MS/38/24-25,04/04/2024,1065000,63900,63900,0,0,1192800,AKASH,HO,2024,37,STORE
PBGST-2024-2,PBGST,Purchase Bill Against GST (Stores),4040002,04/04/2024,ASIAN DYECHEM INDUSTRIES,ADI/24-25/3,02/04/2024,285000,0,0,51300,0,336300,AKASH,HO,2024,38,STORE
PBGST-2024-10,PBGST,Purchase Bill Against GST (Stores),4040003,04/04/2024,SHREEJEE BEARINGS,V0053,04/04/2024,34750,3127.5,3127.5,0,0,41005,AKASH,HO,2024,39,STORE
PBGST-2024-31,PBGST,Purchase Bill Against GST (Stores),4040004,04/04/2024,NN Corrugation Industry.(N),NNC/24-25/003,03/04/2024,248000,22320,22320,0,0,292640,AKASH,HO,2024,40,STORE
PBGST-2024-32,PBGST,Purchase Bill Against GST (Stores),4040005,04/04/2024,BOMBAY INDUSTRIAL ENTERPRISES,DKG24-25/00106,04/04/2024,7448,670.32,670.32,0,0,8789,AKASH,HO,2024,41,STORE
PBGR-2024-28,PBGRL,Purchase Bill GST (RM Local),4040001,04/04/2024,VIJAY AMBICA  TRADING COMPANY,VTC/2830,31/03/2024,533644,0,0,26682.2,0,560326,AKASH,HO,2024,42,RAW
PBGR-2024-29,PBGRL,Purchase Bill GST (RM Local),4040002,04/04/2024,GREENPACK INDUSTRIES - Creditors,2425100201,04/04/2024,63162.5,1579.06,1579.06,0,0,66984,BANSAL,HO,2024,43,RAW
PBGR-2024-30,PBGRL,Purchase Bill GST (RM Local),4040003,04/04/2024,VIJAY AMBICA  TRADING COMPANY,VTC/005,02/04/2024,404683,0,0,20234.15,0,424917,AKASH,HO,2024,44,RAW
PBGR-2024-35,PBGRL,Purchase Bill GST (RM Local),4040004,04/04/2024,Vijay Traders- CRS,WKP/2024-25/0065,04/04/2024,145125,3628.13,3628.13,0,0,152381,AKASH,HO,2024,45,RAW
PBGR-2024-36,PBGRL,Purchase Bill GST (RM Local),4040005,04/04/2024,Vijay Traders- CRS,WKP/2024-25/0062,04/04/2024,97920,2448,2448,0,0,102816,AKASH,HO,2024,46,RAW
PBGR-2024-37,PBGRL,Purchase Bill GST (RM Local),4040006,04/04/2024,Vijay Traders- CRS,WKP/2024-25/0061,04/04/2024,10625,265.63,265.63,0,0,11156,AKASH,HO,2024,47,RAW
PBGR-2024-38,PBGRL,Purchase Bill GST (RM Local),4040007,04/04/2024,PAWAN PUTRA ENTERPRISES,24-25/4,04/04/2024,51360,1284,1284,0,0,53928,AKASH,HO,2024,48,RAW
PBGR-2024-39,PBGRL,Purchase Bill GST (RM Local),4040008,04/04/2024,PAWAN PUTRA ENTERPRISES,24-25/5,04/04/2024,45280,1132,1132,0,0,47544,AKASH,HO,2024,49,RAW
PBGR-2024-40,PBGRL,Purchase Bill GST (RM Local),4040009,04/04/2024,PATEL ENTERPRISES,4654,04/04/2024,151635,3790.88,3790.88,0,0,159217,AKASH,HO,2024,50,RAW
PBGR-2024-45,PBGRL,Purchase Bill GST (RM Local),4040010,04/04/2024,Mariya Enterprises,184,04/04/2024,40455,1011.38,1011.38,0,0,42478,AKASH,HO,2024,51,RAW
PBGR-2024-46,PBGRL,Purchase Bill GST (RM Local),4040011,04/04/2024,Mariya Enterprises,183,04/04/2024,73470,1836.75,1836.75,0,0,77144,AKASH,HO,2024,52,RAW
PBGR-2024-71,PBGRL,Purchase Bill GST (RM Local),4040012,04/04/2024,AKASHDEEP TRADERS,GST/016/24-25,04/04/2024,261580,6539.52,6539.52,0,0,274659,AKASH,HO,2024,53,RAW
PBGST-2024-9,PBGST,Purchase Bill Against GST (Stores),5040001,05/04/2024,SHREE TRANSMISSION,ST/24-25/018,05/04/2024,3457,311.13,311.13,0,0,4079,AKASH,HO,2024,54,STORE
PBGST-2024-11,PBGST,Purchase Bill Against GST (Stores),5040002,05/04/2024,VORA ENGINEERING CO.PVT LTD,VECPL/0018/24-25,03/04/2024,14580,1312.2,1312.2,0,0,17204,AKASH,HO,2024,55,STORE
PBGST-2024-12,PBGST,Purchase Bill Against GST (Stores),5040003,05/04/2024,SHREE TRANSMISSION,ST/24-25/016,04/04/2024,20444,1839.96,1839.96,0,0,24124,NILESH,HO,2024,56,STORE
PBGST-2024-15,PBGST,Purchase Bill Against GST (Stores),5040004,05/04/2024,SHREE TRANSMISSION,ST/24-25/019,05/04/2024,12665,1139.85,1139.85,0,0,14945,AKASH,HO,2024,57,STORE
PBGST-2024-33,PBGST,Purchase Bill Against GST (Stores),5040005,05/04/2024,INFOTEK SOFTWARE & SYSTEMS (P) LTD,IN/24-25/67,02/04/2024,26000,2340,2340,0,0,30680,AKASH,HO,2024,58,STORE
PBGR-2024-31,PBGRL,Purchase Bill GST (RM Local),5040001,05/04/2024,GREENPACK INDUSTRIES - Creditors,2425100304,05/04/2024,67270,1681.75,1681.75,0,0,71340,AKASH,HO,2024,59,RAW
PBGR-2024-32,PBGRL,Purchase Bill GST (RM Local),5040002,05/04/2024,PUNE TRADERS,INV/24-25/0005,04/04/2024,194711.5,4867.79,4867.79,0,0,204447,AKASH,HO,2024,60,RAW
PBGR-2024-33,PBGRL,Purchase Bill GST (RM Local),5040003,05/04/2024,Vijay Traders- CRS,WKP/2024-25/0091,05/04/2024,138847.5,3471.19,3471.19,0,0,145790,AKASH,HO,2024,61,RAW
PBGR-2024-34,PBGRL,Purchase Bill GST (RM Local),5040004,05/04/2024,Vijay Traders- CRS,WKP/2024-25/0082,05/04/2024,8215,205.38,205.38,0,0,8626,AKASH,HO,2024,62,RAW
PBGR-2024-41,PBGRL,Purchase Bill GST (RM Local),5040005,05/04/2024,PATEL ENTERPRISES,4657,05/04/2024,132851.25,3321.28,3321.28,0,0,139494,AKASH,HO,2024,63,RAW
PBGR-2024-42,PBGRL,Purchase Bill GST (RM Local),5040006,05/04/2024,Mariya Enterprises,185,05/04/2024,40765,1019.13,1019.13,0,0,42803,AKASH,HO,2024,64,RAW
PBGR-2024-91,PBGRL,Purchase Bill GST (RM Local),5040007,05/04/2024,AKASHDEEP TRADERS,GST/021/24-25,05/04/2024,596680,14917.04,14917.04,0,0,626514,AKASH,HO,2024,65,RAW
PBGR-2024---222,PBGRL,Purchase Bill GST (RM Local),5040008,05/04/2024,WESTERN COAL FIELDS LTD,9270049109,02/04/2024,259396.11,6484.89,6484.89,0,0,311006,BHAGWAT,HO,2024,66,COAL
PBGR-2024---258,PBGRL,Purchase Bill GST (RM Local),5040009,05/04/2024,WESTERN COAL FIELDS LTD,9270049127,03/04/2024,164445.32,4111.13,4111.13,0,0,197164,BHAGWAT,HO,2024,67,COAL
PBGST-2024-7,PBGST,Purchase Bill Against GST (Stores),6040001,06/04/2024,Shantinath Engineering & Sales,SES/24*25/008,05/04/2024,1175,105.75,105.75,0,0,1387,AKASH,HO,2024,68,STORE
PBGST-2024-35,PBGST,Purchase Bill Against GST (Stores),6040003,06/04/2024,STANDARD ACID AND CHEMICAL COMPANY,70/24-25,06/04/2024,9300,837,837,0,0,10974,AKASH,HO,2024,69,STORE
PBCGG-2024-34,PBCGG,Purchase Bill Capital Goods GST,6040001,06/04/2024,B.K. HYDRAULICS,BKH-2425-032,06/04/2024,8000,720,720,0,0,9440,NILESH,HO,2024,70,STORE
PBGR-2024-12,PBGRL,Purchase Bill GST (RM Local),6040001,06/04/2024,Vijay Traders- CRS,WKP/2024-25/0037,03/04/2024,94484,2362.1,2362.1,0,0,99208,AKASH,HO,2024,71,RAW
PBGR-2024-22,PBGRL,Purchase Bill GST (RM Local),6040002,06/04/2024,PATEL ENTERPRISES,4650,03/04/2024,143200,3580,3580,0,0,150360,AKASH,HO,2024,72,RAW
PBGR-2024-25,PBGRL,Purchase Bill GST (RM Local),6040003,06/04/2024,VIJAY AMBICA  TRADING COMPANY,VTC/2836,31/03/2024,450607,0,0,22530.35,0,473137,AKASH,HO,2024,73,RAW
PBGR-2024-43,PBGRL,Purchase Bill GST (RM Local),6040004,06/04/2024,BVJ BOARD MILL,50,05/04/2024,102600,2565,2565,0,0,107730,AKASH,HO,2024,74,RAW
PBGR-2024-47,PBGRL,Purchase Bill GST (RM Local),6040005,06/04/2024,PATEL ENTERPRISES,4660,06/04/2024,150150,3753.75,3753.75,0,0,157658,AKASH,HO,2024,75,RAW
PBGR-2024-48,PBGRL,Purchase Bill GST (RM Local),6040006,06/04/2024,PATEL ENTERPRISES,4664,06/04/2024,188760,4719,4719,0,0,198198,AKASH,HO,2024,76,RAW
PBGR-2024-49,PBGRL,Purchase Bill GST (RM Local),6040007,06/04/2024,XL PAPER CORE LLP,24-25/014,05/04/2024,54900,1372.5,1372.5,0,0,57645,AKASH,HO,2024,77,RAW
PBGR-2024-50,PBGRL,Purchase Bill GST (RM Local),6040008,06/04/2024,Mariya Enterprises,187,06/04/2024,52390,1309.75,1309.75,0,0,55010,AKASH,HO,2024,78,RAW
PBGR-2024-52,PBGRL,Purchase Bill GST (RM Local),6040009,06/04/2024,GREENPACK INDUSTRIES - Creditors,2425100394,06/04/2024,66340,1658.5,1658.5,0,0,70354,AKASH,HO,2024,79,RAW
PBGR-2024-54,PBGRL,Purchase Bill GST (RM Local),6040010,06/04/2024,AKASHDEEP TRADERS,GST024/24-25,06/04/2024,263155,6578.89,6578.89,0,0,276313,AKASH,HO,2024,80,RAW
PBGR-2024-57,PBGRL,Purchase Bill GST (RM Local),6040011,06/04/2024,S A ENTERPRISES,6,06/04/2024,40532.5,1013.31,1013.31,0,0,42559,AKASH,HO,2024,81,RAW
PBGR-2024---156,PBGRL,Purchase Bill GST (RM Local),6040012,06/04/2024,AKANKSHA PLAST-N-PRINT PVT LTD- CRS,GST/23-24/034,06/04/2024,30652.5,766.31,766.31,0,0,32492,BHAGWAT,HO,2024,82,RAW
PBGR-2024-44,PBGRL,Purchase Bill GST (RM Local),7040001,07/04/2024,AKANKSHA PACKS- CREDITORS,AP/23-24/027,07/04/2024,26992.5,674.81,674.81,0,0,28612,AKASH,HO,2024,83,RAW
PBGR-2024-56,PBGRL,Purchase Bill GST (RM Local),7040002,07/04/2024,PAWAN PUTRA ENTERPRISES,24-25/6,07/04/2024,45440,1136,1136,0,0,47712,AKASH,HO,2024,84,RAW
PBGR-2024-68,PBGRL,Purchase Bill GST (RM Local),7040003,07/04/2024,AKASHDEEP TRADERS,GST/025/24-25,07/04/2024,389972.5,9749.33,9749.33,0,0,409471,AKASH,HO,2024,85,RAW
PBGR-2024-69,PBGRL,Purchase Bill GST (RM Local),7040004,07/04/2024,DEEKAY & CO.,APR/61/24-25,07/04/2024,184904.58,4622.61,4622.61,0,0,208270,BHAGWAT,HO,2024,86,COAL
PBGR-2024-70,PBGRL,Purchase Bill GST (RM Local),7040005,07/04/2024,DEEKAY & CO.,APR/101/24-25,05/04/2024,214133.12,5353.33,5353.33,0,0,241192,BHAGWAT,HO,2024,87,COAL
PBGR-2024-93,PBGRL,Purchase Bill GST (RM Local),7040009,07/04/2024,Vijay Traders- CRS,WKP/2024-25/0137,07/04/2024,24025,600.63,600.63,0,0,25226,AKASH,HO,2024,88,RAW
PBGR-2024-94,PBGRL,Purchase Bill GST (RM Local),7040010,07/04/2024,PUNE TRADERS,INV/24-25/0013,06/04/2024,215212,5380.3,5380.3,0,0,225973,AKASH,HO,2024,89,RAW
PBGR-2024-95,PBGRL,Purchase Bill GST (RM Local),7040011,07/04/2024,PUNE TRADERS,INV/24-25/0014,06/04/2024,208638,5215.95,5215.95,0,0,219070,AKASH,HO,2024,90,RAW
PBGR-2024---123,PBGRL,Purchase Bill GST (RM Local),7040012,07/04/2024,WESTERN COAL FIELDS LTD,9280071726,07/04/2024,110909.8,2772.75,2772.75,0,0,128851,BHAGWAT,HO,2024,91,COAL
PBGR-2024---124,PBGRL,Purchase Bill GST (RM Local),7040013,07/04/2024,WESTERN COAL FIELDS LTD,9280071796,07/04/2024,110802.43,2770.06,2770.06,0,0,128727,BHAGWAT,HO,2024,92,COAL
PBGR-2024---182,PBGRL,Purchase Bill GST (RM Local),7040014,07/04/2024,P J TRADING COMPANY,41,07/04/2024,62880,1572,1572,0,0,66024,BHAGWAT,HO,2024,93,RAW
PBGR-2024---221,PBGRL,Purchase Bill GST (RM Local),7040015,07/04/2024,WESTERN COAL FIELDS LTD,9280071797,07/04/2024,133618.82,3340.47,3340.47,0,0,154304,BHAGWAT,HO,2024,94,COAL
PBGR-2024---314,PBGRL,Purchase Bill GST (RM Local),7040016,07/04/2024,DEEKAY & CO.,APR/108/24-25,05/04/2024,201928.42,5048.21,5048.21,0,0,227417,BHAGWAT,HO,2024,95,COAL
PBGR-2024---519,PBGRL,Purchase Bill GST (RM Local),7040017,07/04/2024,WESTERN COAL FIELDS LTD,9280071660,07/04/2024,127945.32,3198.63,3198.63,0,0,148643,BHAGWAT,HO,2024,96,COAL
PBGST-2024-34,PBGST,Purchase Bill Against GST (Stores),8040001,08/04/2024,NN Corrugation Industry.(N),NNC/24-25/008,08/04/2024,47025,4232.25,4232.25,0,0,55490,AKASH,HO,2024,97,STORE
PBGST-2024-36,PBGST,Purchase Bill Against GST (Stores),8040002,08/04/2024,SAHYADRI STARCH & INDUSTRIES PRIVATE LIMITED,MS/112/24-25,07/04/2024,1065000,63900,63900,0,0,1192800,AKASH,HO,2024,98,STORE
PBGR-2024-51,PBGRL,Purchase Bill GST (RM Local),8040001,08/04/2024,PATEL ENTERPRISES,4669,08/04/2024,152257.5,3806.44,3806.44,0,0,159870,AKASH,HO,2024,99,RAW
PBGR-2024-53,PBGRL,Purchase Bill GST (RM Local),8040002,08/04/2024,GREENPACK INDUSTRIES - Creditors,2425100471,08/04/2024,69595,1739.88,1739.88,0,0,73806,BANSAL,HO,2024,100,RAW
PBGR-2024-55,PBGRL,Purchase Bill GST (RM Local),8040003,08/04/2024,AKASHDEEP TRADERS,GST/030/24-25,08/04/2024,457925,11448.15,11448.15,0,0,480821,AKASH,HO,2024,101,RAW
PBGR-2024-59,PBGRL,Purchase Bill GST (RM Local),8040004,08/04/2024,Vijay Traders- CRS,WKP/2024-25/0157,08/04/2024,24025,600.63,600.63,0,0,25226,AKASH,HO,2024,102,RAW
PBGR-2024-60,PBGRL,Purchase Bill GST (RM Local),8040005,08/04/2024,Vijay Traders- CRS,WKP/2024-25/0155,08/04/2024,12245,306.13,306.13,0,0,12857,AKASH,HO,2024,103,RAW
PBGR-2024-61,PBGRL,Purchase Bill GST (RM Local),8040006,08/04/2024,Vijay Traders- CRS,WKP/2024-25/0154,08/04/2024,102135,2553.38,2553.38,0,0,107242,AKASH,HO,2024,104,RAW
PBGR-2024-62,PBGRL,Purchase Bill GST (RM Local),8040007,08/04/2024,Mariya Enterprises,189,08/04/2024,57815,1445.38,1445.38,0,0,60706,AKASH,HO,2024,105,RAW
PBGR-2024-63,PBGRL,Purchase Bill GST (RM Local),8040008,08/04/2024,P J TRADING COMPANY,43,08/04/2024,74865,1871.63,1871.63,0,0,78608,AKASH,HO,2024,106,RAW
PBGR-2024-64,PBGRL,Purchase Bill GST (RM Local),8040009,08/04/2024,VIJAY AMBICA  TRADING COMPANY,VTC/023,06/04/2024,463541,0,0,23177.05,0,486718,AKASH,HO,2024,107,RAW
PBGR-2024-65,PBGRL,Purchase Bill GST (RM Local),8040010,08/04/2024,PUNE TRADERS,INV/24-25/0019,07/04/2024,173519,4337.98,4337.98,0,0,182195,AKASH,HO,2024,108,RAW
PBGR-2024-66,PBGRL,Purchase Bill GST (RM Local),8040011,08/04/2024,PUNE TRADERS,INV/24-25/0020,07/04/2024,215471.5,5386.79,5386.79,0,0,226245,AKASH,HO,2024,109,RAW
PBGR-2024-67,PBGRL,Purchase Bill GST (RM Local),8040012,08/04/2024,PUNE TRADERS,INV/24-25/0018,07/04/2024,206908,5172.7,5172.7,0,0,217253,AKASH,HO,2024,110,RAW
PBGR-2024---264,PBGRL,Purchase Bill GST (RM Local),8040013,08/04/2024,WESTERN COAL FIELDS LTD,9270049687,06/04/2024,82007.84,2050.2,2050.2,0,0,98324,BHAGWAT,HO,2024,111,COAL
PBGR-2024---392,PBGRL,Purchase Bill GST (RM Local),8040014,08/04/2024,PAWAN PUTRA ENTERPRISES,24-25/8,08/04/2024,34100,852.5,852.5,0,0,35805,BHAGWAT,HO,2024,112,RAW
PBGST-2024-16,PBGST,Purchase Bill Against GST (Stores),9040001,09/04/2024,KRIOGENIC GASES PVT LTD,26,09/04/2024,4100,369,369,0,0,4838,BANSAL,HO,2024,113,STORE
PBGST-2024-17,PBGST,Purchase Bill Against GST (Stores),9040002,09/04/2024,GAUTAM TRADING CORPORATION ,TI/12,04/04/2024,4675,0,0,841.5,0,5517,AKASH,HO,2024,114,STORE
PBGST-2024-18,PBGST,Purchase Bill Against GST (Stores),9040003,09/04/2024,REDIX INDUSTRIES PRIVATE LIMITED,4,04/04/2024,28654,0,0,5157.72,0,33812,AKASH,HO,2024,115,STORE
PBGST-2024-19,PBGST,Purchase Bill Against GST (Stores),9040004,09/04/2024,CONTINENTAL BELTING PVT LTD,61760,01/04/2024,14250,1282.5,1282.5,0,0,16815,AKASH,HO,2024,116,STORE
PBGST-2024-20,PBGST,Purchase Bill Against GST (Stores),9040005,09/04/2024,ABIRAMI ENGINEERING COMPANY,AP/009/24-25,04/04/2024,149421.5,0,0,26895.87,0,176317,AKASH,HO,2024,117,STORE
PBGST-2024-21,PBGST,Purchase Bill Against GST (Stores),9040006,09/04/2024,TECHNO CONSULTECH,0057/24-25,09/04/2024,7429.1,668.62,668.62,0,0,8766,AKASH,HO,2024,118,STORE
PBGST-2024-27,PBGST,Purchase Bill Against GST (Stores),9040007,09/04/2024,VERTEX FILMS PVT.LTD,13718,05/04/2024,6720,604.8,604.8,0,0,7930,AKASH,HO,2024,119,STORE
PBGST-2024-28,PBGST,Purchase Bill Against GST (Stores),9040008,09/04/2024,WIRES AND FABRIKS (SA) LIMITED,PD/23/1710,12/03/2024,472050,0,0,56646,0,528696,AKASH,HO,2024,120,STORE
PBGST-2024-29,PBGST,Purchase Bill Against GST (Stores),9040009,09/04/2024,WIRES AND FABRIKS (SA) LIMITED,PD/23/1709,12/03/2024,202905,0,0,24348.6,0,227254,AKASH,HO,2024,121,STORE
PBGR-2024-72,PBGRL,Purchase Bill GST (RM Local),9040001,09/04/2024,PUNE TRADERS,INV/24-25/0027,08/04/2024,211579,5289.48,5289.48,0,0,222158,AKASH,HO,2024,122,RAW
PBGR-2024-73,PBGRL,Purchase Bill GST (RM Local),9040002,09/04/2024,PUNE TRADERS,INV/24-25/0028,08/04/2024,207686.5,5192.16,5192.16,0,0,218071,BHAGWAT,HO,2024,123,RAW
PBGR-2024-74,PBGRL,Purchase Bill GST (RM Local),9040003,09/04/2024,GREENPACK INDUSTRIES - Creditors,2425100556,09/04/2024,66185,1654.63,1654.63,0,0,70189,AKASH,HO,2024,124,RAW
PBGR-2024-75,PBGRL,Purchase Bill GST (RM Local),9040004,09/04/2024,Vijay Traders- CRS,WKP/2024-25/0183,09/04/2024,116110,2902.75,2902.75,0,0,121916,AKASH,HO,2024,125,RAW
PBGR-2024-76,PBGRL,Purchase Bill GST (RM Local),9040005,09/04/2024,Vijay Traders- CRS,WKP/2024-25/0180,09/04/2024,158025,3950.63,3950.63,0,0,165926,AKASH,HO,2024,126,RAW
PBGR-2024-77,PBGRL,Purchase Bill GST (RM Local),9040006,09/04/2024,Vijay Traders- CRS,WKP/2024-25/0179,09/04/2024,99620,2490.5,2490.5,0,0,104601,AKASH,HO,2024,127,RAW
